"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"236","Parent/Guardian of Alex Lafontaine","Alex","Lafontaine","4200 Nicollet Ave","","Minneapolis","MN","55419",5183,"English"
"237","Parent/Guardian of Halen Rigney","Halen","Rigney","339 1st Ave S","","Minneapolis","MN","55408",5207,"English"
"238","Saaya Latham","Megan","Latham","5333 Park Ave","","Minneapolis","MN","55407",5209,"Spanish"
"239","Parent/Guardian of Marcus Davis","Marcus","Davis","2505 15th Ave South","","Minneapolis","MN","55407",5224,"English"
"240","Kyli & Ricardo Abrams","Edward","Abrams","7972 Ewing Ave S","","Minneapolis","MN","55410",5234,"English"
"241","Parent/Guardian of Aleiya Foster","Aleiya","Foster","9383 Stevens Ave S","2","Minneapolis","MN","55408",5250,"Somali"
"242","Parent/Guardian of Tiana Flores","Tiana","Flores","9349 22nd St E","","Minneapolis","MN","55404",5257,"English"
"243","Khristina Hicks","Takeya","Hicks","8429 33rd Ave S","","Minneapolis","MN","55406",5292,"Spanish"
"244","Iiternity Sherman","Matthew","Sherman","4530 Oliver Ave N","","Minneapolis","MN","55412",5295,"Spanish"
"245","Tachelle Ditirro","Zachary","Ditirro","6964 Van Buren St Ne","","Minneapolis","MN","55418",5318,"English"
"246","Parent/Guardian of Xochitl Bertsch","Xochitl","Bertsch","1495 39th Ave S","","Minneapolis","MN","55417",5377,"Somali"
"247","Daniel & Emily Willoughby","Alexander","Willoughby","3955 Humboldt Ln North","","Minneapolis","MN","55430",5383,"English"
"248","Parent/Guardian of John Johnson","John","Johnson","7872 18th Ave S","","Minneapolis","MN","55407",5384,"English"
"249","Parent/Guardian of Krista Holtorf","Krista","Holtorf","7187 Dupont Ave S","","Minneapolis","MN","55419",5395,"English"
"250","Parent/Guardian of Alejandra Santistevan","Alejandra","Santistevan","8251 Oakland Ave","","Minneapolis","MN","55407",5415,"English"
"251","Nathan Vernon","Victoria","Vernon","2595 35th Ave S","","Minneapolis","MN","55417",5427,"English"
"252","Matthew Nenning","Emily","Nenning","2370 42nd Ave S","202","Minneapolis","MN","55406",5467,"English"
"253","Chelsea & Kylisha Chin","Steven","Chin","3281 Bloomington Ave","104","Minneapolis","MN","55407",5469,"English"
"254","Parent/Guardian of Katelyn Abare","Katelyn","Abare","3642 Fremont Ave S","","Minneapolis","MN","55403",5486,"English"
"255","Parent/Guardian of Dylan Phan","Dylan","Phan","7364 Penn Ave North","","Minneapolis","MN","55411",5526,"English"
"256","Parent/Guardian of Logan Steffens","Logan","Steffens","7717 19th Ave S","","Minneapolis","MN","55407",5570,"Spanish"
"257","Parent/Guardian of Jordan Dunlap","Jordan","Dunlap","9759 Dupont Ave S","","Minneapolis","MN","55419",5600,"English"
"258","Aaron Wimberly","De'jaughn","Wimberly","688 Garfield Ave S","","Minneapolis","MN","55409",5648,"English"
"259","Baylee Archuleta","Jamice","Archuleta","8251 59th St E","102","Minneapolis","MN","55419",5657,"English"
"260","Dante Upton","Cody","Upton","948 6th St Northeast","","Minneapolis","MN","55418",5659,"English"
"261","Parent/Guardian of Nathaniel Malone","Nathaniel","Malone","1475 Penn Ave N","1","Minneapolis","MN","55412",5679,"English"
"262","Joseph Kasimatis","John","Kasimatis","9338 Oliver Ave S","","Minneapolis","MN","55419",5705,"English"
"263","Leroy & Stefan Culhane","James","Culhane","2765 Clarence Ave Southeast","","Minneapolis","MN","55414",5717,"Spanish"
"264","Yuka Taylor","Jamey","Taylor","3225 Johnson St Ne","","Minneapolis","MN","55418",5725,"English"
"265","Parent/Guardian of Sindel Harris","Sindel","Harris","4274 James Ave S","2","Minneapolis","MN","55408",5742,"English"
"266","Parent/Guardian of Shelby Woy","Shelby","Woy","1207 Washburn Ave S","","Minneapolis","MN","55410",5785,"English"
"267","James Hines","Ja'tay","Hines","1835 Vincent Ave S","","Minneapolis","MN","55410",5806,"English"
"268","Keila Talain","Jeffrey","Talain","1146 Thomas Ave North","","Minneapolis","MN","55411",5863,"Somali"
"269","Carle Je Kilcrease & Cassidy Kilcrease","Julia","Kilcrease","5445 Humboldt Ave N","Apartmentb","Minneapolis","MN","55411",5927,"Spanish"
"270","Parent/Guardian of Rochelle Barrera","Rochelle","Barrera","1384 31st Ave S","","Minneapolis","MN","55417",5928,"English"
"271","Bree Lansing","Tanner","Lansing","535 43rd Ave S","","Minneapolis","MN","55406",5929,"English"
"272","Parent/Guardian of Kendyll Jarmon","Kendyll","Jarmon","9644 16th Ave S","","Minneapolis","MN","55407",5936,"Spanish"
"273","Alexandra Giang","Nicholas","Giang","7805 1st Street S","B1108","Minneapolis","MN","55401",5948,"English"
"274","Parent/Guardian of Dominic Hamilton","Dominic","Hamilton","8088 25th Ave Southeast","","Minneapolis","MN","55414",5954,"English"
"275","Arianna Monroe","Brianna","Monroe","9844 Blaisdell Ave","","Minneapolis","MN","55419",5956,"English"
"276","Parent/Guardian of Michael Martinez","Michael","Martinez","239 Queen N Ave","","Minneapolis","MN","55412",5991,"English"
"277","Daniel Two Crow","Danielle","Two Crow","7677 50th St E","","Minneapolis","MN","55417",5998,"English"
"278","Nicholas Hernandez-Alamo","Benjamin","Hernandez-Alamo","5358 29th Ave S","5","Minneapolis","MN","55406",6015,"English"
"279","Kaelen Harrington","Jacob","Harrington","5554 Colfax Ave S","Second Floor","Minneapolis","MN","55408",6041,"English"
"280","Amanda & Austin Porterfield","Keliihooluhi","Porterfield","9895 Columbus Ave","","Minneapolis","MN","55407",6050,"English"
"281","Parent/Guardian of Taveuan Harvey","Taveuan","Harvey","4556 21st Ave S","","Minneapolis","MN","55407",6052,"English"
"282","Orlando Jordan","Salymata","Jordan","248 Fremont N Ave","","Minneapolis","MN","55412",6088,"English"
"283","Logan & Davonta Wagner","Bredny","Wagner","3250 Harriet Ave","","Minneapolis","MN","55405",6093,"English"
"284","Parent/Guardian of Sarai Marie Hernandez","Sarai Marie","Hernandez","9618 Logan Ave N","","Minneapolis","MN","55411",6123,"Spanish"
"285","Diane Dean","Rebeca","Dean","9223 20th Ave S","","Minneapolis","MN","55454",6169,"English"
"286","Mario & Cody Fitch","Mariah","Fitch","9458 Sheridan Ave N","","Minneapolis","MN","55411",6193,"English"
"287","Jasmine Ahmed","Paula","Ahmed","8552 Van Buren St Ne","","Minneapolis","MN","55421",6215,"English"
"288","Parent/Guardian of Pichest Dang","Pichest","Dang","1153 Seymour Ave Se","","Minneapolis","MN","55414",6249,"English"
"289","Shelby & Sara Xiong","Hsi Hsi","Xiong","3601 Queen Ave S","","Minneapolis","MN","55405",6261,"English"
"290","David & Jonathan Connor","Dominic","Connor","6972 14th St E","3d","Minneapolis","MN","55404",6285,"Spanish"
"291","Mitchell Downing","Michael","Downing","5121 Queen Ave N","","Minneapolis","MN","55430",6292,"Somali"
"292","Parent/Guardian of Nils Richards","Nils","Richards","6688 Garfield Ave","","Minneapolis","MN","55405",6357,"English"
"293","David Miller","Lucas","Miller","8023 Nicollet Ave","","Minneapolis","MN","55409",6366,"English"
"294","Parent/Guardian of Juan Vigil","Juan","Vigil","5228 40th Ave S","","Minneapolis","MN","55417",6370,"Spanish"
"295","Parent/Guardian of Rachel Batth","Rachel","Batth","1773 Upton Ave S","","Minneapolis","MN","55410",6382,"Spanish"
"296","Parent/Guardian of Gursev Noland","Gursev","Noland","8732 24th Ave N","","Minneapolis","MN","55411",6399,"English"
"297","Rita Anderson","Natacia","Anderson","2627 Morgan Ave North","","Minneapolis","MN","55411",6430,"English"
"298","Mariah Im","Carolyn","Im","7932 Garfield Ave S","","Minneapolis","MN","55419",6504,"Spanish"
"299","Parent/Guardian of Kirsty Clausen","Kirsty","Clausen","1665 Bloomington Ave","","Minneapolis","MN","55407",6526,"English"
"300","Parent/Guardian of Krista Newlon","Krista","Newlon","173 Admiral Ln","","Brooklyn Center","MN","55429",6541,"English"
"301","Cameron Monn","Zachary","Monn","9500 39th St E","","Minneapolis","MN","55406",6566,"English"
"302","Tachayanne Iverson","Kody","Iverson","5440 35th Ave S","","Minneapolis","MN","55417",6578,"English"
"303","Erin & Tamika London","Davon","London","3049 Lasalle Ave","217","Minneapolis","MN","55403",6597,"Spanish"
"304","Parent/Guardian of Siobhan Rose","Siobhan","Rose","9824 14th Ave S","","Minneapolis","MN","55407",6636,"Spanish"
"305","Haley Chain","Denny","Chain","7143 Waveland Terr","","Minneapolis","MN","55410",6651,"English"
"306","Shawn Cruz","Soraya","Cruz","6075 13th Ave S","","Minneapolis","MN","55417",6687,"English"
"307","Anali Alley","Gabrielle","Alley","9453 Clinton Ave","","Minneapolis","MN","55419",6692,"English"
"308","Tausolia Dohrmann","Christopher","Dohrmann","972 4th St N","","Minneapolis","MN","55430",6701,"Spanish"
"309","Alaric & Kaitlyn Rhea","Jordan","Rhea","9542 Emerson Ave S","","Minneapolis","MN","55419",6716,"Spanish"
"310","Kevin Pyos","Skyy","Pyos","731 39th Ave S","","Minneapolis","MN","55417",6790,"English"
"311","Lonnell Mendez","Melissa","Mendez","7943 Chicago Ave","","Minneapolis","MN","55407",6797,"Spanish"
"312","Parent/Guardian of Isaiah Brown","Isaiah","Brown","8241 Aldrich Ave S","","Minneapolis","MN","55409",6805,"English"
"313","Kiet Bailey","Shawn","Bailey","7705 14th Ave N","","Minneapolis","MN","55411",6818,"Somali"
"314","Stephanie Otsuki","Pratheeksha","Otsuki","8275 Grand Ave","","Minneapolis","MN","55408",6831,"English"
"315","Parent/Guardian of Elsa Do","Elsa","Do","4097 Bryant Ave S","","Minneapolis","MN","55419",6838,"English"
"316","Parent/Guardian of Delaney Harris","Delaney","Harris","7692 Blaisdell Ave","13","Minneapolis","MN","55408",6868,"English"
"317","Amara Archibeque","Tania","Archibeque","5693 Tyler St Ne","","Minneapolis","MN","55413",6932,"English"
"318","Parent/Guardian of Jasmine Karki","Jasmine","Karki","3556 Webber Pkwy","1","Minneapolis","MN","55412",6940,"English"
"319","Tristian & Amanda Tran","Shayla","Tran","2515 2nd St S","209","Minneapolis","MN","55401",6954,"English"
"320","Parent/Guardian of Aaron Brooks","Aaron","Brooks","4609 Franklin Ave E","404","Minneapolis","MN","55404",6958,"English"
"321","Parent/Guardian of Andrean Murphy","Andrean","Murphy","3837 31st Ave S","","Minneapolis","MN","55406",7033,"English"
"322","Parent/Guardian of Dylahn Davis","Dylahn","Davis","9903 10th Ave South","","Minneapolis","MN","55407",7047,"Spanish"
"323","Kanya Whitney-Smith","Tre","Whitney-Smith","8878 2nd Ave South","","Minneapolis","MN","55409",7055,"English"
"324","Braedon Reed","Essence","Reed","9064 4th St N","","Minneapolis","MN","55411",7057,"English"
"325","Emiliano Smith","Kalika","Smith","26 Grand Ave","","Minneapolis","MN","55419",7069,"English"
"326","Parent/Guardian of David Matsuo","David","Matsuo","9518 Garfield Ave","","Minneapolis","MN","55419",7082,"English"
"327","Mitchell Martinez Dozier","Justin","Martinez Dozier","9087 Fillmore St Ne","","Minneapolis","MN","55418",7100,"English"
"328","Rachelle Hofer","Johnathan","Hofer","1906 33rd Ave S","","Minneapolis","MN","55406",7118,"English"
"329","Anthony Gauldin","Mitchell","Gauldin","4120 Aldrich Ave S","","Minneapolis","MN","55408",7144,"English"
"330","Christopher Garduno","Vanessa","Garduno","8128 2nd St. Ne","203","Minneapolis","MN","55418",7151,"English"
"331","Andrew Nguyen","Joey","Nguyen","2025 24th Ave S","","Minneapolis","MN","55417",7188,"English"
"332","Taylor & Nicole Diallo","Doucette","Diallo","9092 Emerson Ave S","8","Minneapolis","MN","55405",7200,"English"
"333","Tecumseh Ro","Hunter","Ro","1242 Irving Ave N","","Minneapolis","MN","55411",7211,"English"
"334","Joseph & Alondra Smith","Gregory","Smith","2738 Russell Ave N","","Minneapolis","MN","55411",7218,"Spanish"
"335","Zackarie & Isabelle Pena","Jacob","Pena","2243 Harriet Ave S","3","Minneapolis","MN","55405",7300,"Spanish"
"336","Parent/Guardian of Madeline Safar","Madeline","Safar","8489 Buchanan St Ne","1","Minneapolis","MN","55418",7324,"Spanish"
"337","Andres Berg","Chelsea","Berg","2052 4th Ave South","","Minneapolis","MN","55409",7325,"English"
"338","Leila Shah","Jonathan","Shah","7812 3rd St Ne","","Minneapolis","MN","55413",7340,"Spanish"
"339","Chey Dell","Tyler","Dell","8227 Colfax Ave S","","Minneapolis","MN","55408",7349,"English"
"340","Claire Tesfay","Kortnee","Tesfay","3571 13th Ave Se","","Minneapolis","MN","55414",7356,"Somali"
"341","Khalid Lee","Kristin","Lee","1757 25th Ave S","","Minneapolis","MN","55417",7358,"English"
"342","Sydney Price","Sharra","Price","883 Thomas Ave N","2","Minneapolis","MN","55412",7361,"English"
"343","Stormie & Noah Cunningham","Anthony","Cunningham","8267 26th Ave S","","Minneapolis","",NA,7375,"English"
"344","Parent/Guardian of Crysta Shin","Crysta","Shin","9769 Aldrich Ave S","","Minneapolis","MN","55419",7398,"English"
"345","Jessica & Jose Maxwell","Alexandra","Maxwell","1683 Penn Ave North","","Minneapolis","MN","55411",7423,"Spanish"
"346","Wen Kang Bortolutti & Raymond Bortolutti","Hsi Hsi","Bortolutti","3986 James Ave N","","Minneapolis","MN","55412",7424,"English"
"347","Parent/Guardian of Jimmylee Lisle","Jimmylee","Lisle","5867 3rd Ave So","","Minneapolis","MN","55404",7428,"Somali"
"348","Sierra Loebis","Tamira","Loebis","4423 Arthur St Ne","","Minneapolis","MN","55418",7463,"English"
"349","Tyler Montoya","Araceli","Montoya","4060 Ewing Ave S","103","Minneapolis","MN","55416",7471,"English"
"350","Kayla Barnes","Micaela","Barnes","1487 Chicago Av S","1","Minneapolis","MN","55407",7506,"Somali"
"351","Parent/Guardian of Breeanna Romain","Breeanna","Romain","1303 Emerson Ave N","","Minneapolis","MN","55412",7531,"English"
"352","Parent/Guardian of Antonio Welsh","Antonio","Welsh","1975 Morgan Ave N","","Minneapolis","MN","55411",7599,"English"
"353","Kaldurion Resendez","Bailey","Resendez","236 Penn Ave N","","Minneapolis","MN","55430",7630,"Spanish"
"354","Parent/Guardian of Rachel Summers","Rachel","Summers","8949 Penn Ave S","","Minneapolis","MN","55419",7635,"Spanish"
"355","Jaime & Kayla Lepak","Alyssa","Lepak","4103 Logan Ave N","","Minneapolis","MN","55412",7643,"English"
"356","Jeremy & Rachel Lee","Eric","Lee","2331 Queen Ave N","","Minneapolis","MN","55411",7678,"English"
"357","Cindy & Jordan Williams","Quincey","Williams","8324 Harriet Ave S","","Minneapolis","MN","55419",7693,"Spanish"
"358","Christine Johnson","Austin","Johnson","6017 Dupont Ave N","1","Minneapolis","MN","55412",7705,"English"
"359","Whitney Rachel","Briana","Rachel","5083 33rd St E","","Minneapolis","MN","55407",7735,"Spanish"
"360","Parent/Guardian of Roshan Bhat","Roshan","Bhat","5719 Cedar Ave S","4","Minneapolis","MN","55407",7814,"English"
"361","Alan Morris","Haleigh","Morris","4486 Joppa Ave S","","Savage","MN","55378",7825,"English"
"362","Elizabeth Thrower","Geovontai","Thrower","5571 22nd Ave S","162","Minneapolis","MN","55404",7837,"English"
"363","Parent/Guardian of Jaeleen Ruvalcaba Robles","Jaeleen","Ruvalcaba Robles","8896 2nd Ave S","","Minneapolis","MN","55408",7854,"English"
"364","Parent/Guardian of Jessica Poyer","Jessica","Poyer","2119 Columbus Ave","","Minneapolis","MN","55407",7890,"Spanish"
"365","Parent/Guardian of Christina Contreras","Christina","Contreras","9029 River Woods Ln","","Burnsville","MN","55337",7896,"Spanish"
"366","Parent/Guardian of Gabriela Villarreal","Gabriela","Villarreal","410 Bryant Ave S","","Minneapolis","MN","55419",7899,"Spanish"
"367","Shaleel Schwebach","Nyiela","Schwebach","7997 Portland Ave","","Minneapolis","MN","55407",7919,"English"
"368","Parent/Guardian of Jacob Lang","Jacob","Lang","2700 Blaisdell Ave","207","Minneapolis","MN","55404",7939,"English"
"369","Brian Lee","Marquaja","Lee","7137 Queen Ave N","","Minneapolis","MN","55411",7941,"Spanish"
"370","Parent/Guardian of Naomi Williams","Naomi","Williams","5396 Stevens Ave S","","Minneapolis","MN","55403",7949,"English"
"371","Josie Robinson","Jasmine","Robinson","1103 Pierce St Ne","","Minneapolis","MN","55418",7954,"English"
"372","Alina Stallsworth","John","Stallsworth","896 Lake St E","204","Minneapolis","MN","55406",7974,"Spanish"
"373","Parent/Guardian of Paris Sherer","Paris","Sherer","2037 14th Ave Ne","211","Minneapolis","MN","55413",7989,"English"
"374","Leesha Schichtel","Jasper","Schichtel","3013 Plymouth Ave N","","Minneapolis","MN","55411",7991,"English"
"375","Parent/Guardian of Halima Jones","Halima","Jones","6604 Central Ave","302","Minneapolis","MN","55418",7997,"English"
"376","Makayla Boller","Ashley","Boller","843 8th St S","305","Minneapolis","MN","55454",8026,"Spanish"
"377","Parent/Guardian of Markel Anderson","Markel","Anderson","8964 Taylor St Ne","","Minneapolis","MN","55418",8031,"Spanish"
"378","Roque Wilkins","Lincoln","Wilkins","9033 Colfax Ave S","","Minneapolis","MN","55419",8063,"Spanish"
"379","Parent/Guardian of Geneva Drummond","Geneva","Drummond","1924 4th St N","","Minneapolis","MN","55411",8088,"Hmong"
"380","Brittney Harada","Marissa","Harada","717 Fremont Ave N","","Minneapolis","MN","55430",8118,"English"
"381","Omega Eastberg","Garrett","Eastberg","2313 1st Ave S","","Minneapolis","MN","55409",8202,"Spanish"
"382","Karia Miles","Alex","Miles","7938 32nd Ave S","","Minneapolis","MN","55406",8264,"Spanish"
"383","Nikole Henderson","Joshua","Henderson","2530 Longfellow Ave","","Minneapolis","MN","55407",8284,"English"
"384","Hunter Orr","Megan","Orr","9839 37th Ave Ne","","Minneapolis","MN","55421",8309,"Somali"
"385","Savannah Patterson","Kristen","Patterson","9025 4th Ave S","1","Minneapolis","MN","55407",8319,"English"
"386","Cory Sims","Rolando","Sims","8910 34th Ave S","","Minneapolis","MN","55417",8328,"English"
"387","Parent/Guardian of Breanna Reynolds","Breanna","Reynolds","6381 Lincoln St Ne","","Columbia Heights","MN","55421",8335,"English"
"388","Catherine & Brian Rodriguez","Renita","Rodriguez","5665 Delaware St Se","","Minneapolis","MN","55414",8343,"English"
